estimated_number_of_hours,facility_name,facility_id,industry_segment,pneum_pump_type,pneum_pump_type_total_co2_emm,reporting_year,table_desc,table_num,total_ch4_emissions,total_pneumatic_pump_count
6515.3,COTERRA ENERGY - 430 - PERMIAN BASIN,1008700,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2022,NG Driven Pneumatic Pumps emissions,Table C.1,5.1,4
8784,XTO Energy Inc 430 Permian  GB,1012541,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,19.7,2020,NG Driven Pneumatic Pumps emissions,Table C.1,161.93,104
,California Resources Production Corporation  San Joaquin Valley Basin 745,1008402,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
438,Houston Counties Oil and Gas Production Facilities,1012030,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,11.35,134
,Citation Oil & Gas Corp. 430 Permian Basin,1008639,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,Chevron MCA 360 Anadarko Basin,1008956,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.3,2016,NG Driven Pneumatic Pumps emissions,Table C.1,19.85,11
8760,"Monarch Midstream, LLC. Basin 160A  Appalachian Eastern Overthrust  GB",1013876,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2021,NG Driven Pneumatic Pumps emissions,Table C.1,15.23,7
,"Hilcorp Alaska, LLC 820 Kenai G&B",1012165,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,"Cross Timbers Energy, LLC - San Juan Basin 580",1011100,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.2,2016,NG Driven Pneumatic Pumps emissions,Table C.1,29.9,19
,Antero Midstream LLC- 160A Basin,1012652,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Indigo Haynesville LLC,1013112,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.1,2017,NG Driven Pneumatic Pumps emissions,Table C.1,119.36,58
,Murchison Oil and Gas LLC - Permian,1014401,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"White Oak Energy 220 Gulf Coat Basin (LA, TX) GB",1012828,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,8.1,2021,NG Driven Pneumatic Pumps emissions,Table C.1,95.46,54
6803.5955,Contango Resources' Wind River (530),1007483,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,25.2,2016,NG Driven Pneumatic Pumps emissions,Table C.1,286.16,181
,EnverVest Operating L.L.C.- 430 HighMount Permian,1008475,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Zavanna, LLC Williston Basin (395) Operations",1013771,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,TRP Energy - 430 - Permian Basin,1014137,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Basin 375 - BCE-Mach LLC,1013751,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,EOG Resources 575 Uinta Basin Gathering & Boosting,1013127,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
115.94,Flywheel Energy Production - Arkoma,1010205,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.7,2021,NG Driven Pneumatic Pumps emissions,Table C.1,10.94,385
,"EAV Operator, LLC",1014693,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Chevron MCA 260 East Texas Basin,1009239,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,19.74,9
438,Sequitur Permian Gathering and Boosting,1013011,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,6.1,81
8760,SandRidge 360 Anadarko Basin,1008806,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,33.9,2015,NG Driven Pneumatic Pumps emissions,Table C.1,2820.98,1536
,Riviera Resources 430 Permian Basin Gathering and Boosting,1012746,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
3840,345 Arkoma Basin - BP America Production Company,1009169,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2017,NG Driven Pneumatic Pumps emissions,Table C.1,0.9,1
,Caelus Natural Resources Alaska 890 - Arctic Slope Basin,1002157,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
8757,"EOG Resources, Inc. 400 Ouachita folded belt",1009246,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,5.1,2015,NG Driven Pneumatic Pumps emissions,Table C.1,43.9,21
,"Range Resources - Appalachia, LLC - Basin 160A",1008051,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8498.64,BKV Operating LLC,1009732,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2017,NG Driven Pneumatic Pumps emissions,Table C.1,57.16,27
,Gateway Gathering Station,1013368,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Hess Corporation - 395 - Williston Basin,1008490,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.1,2021,NG Driven Pneumatic Pumps emissions,Table C.1,29.08,25
8760,Chevron MCA 260 East Texas Basin,1009239,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.7,2017,NG Driven Pneumatic Pumps emissions,Table C.1,13.95,7
8760,DCP Midstream 540 Denver Basin,1012214,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.9,2016,NG Driven Pneumatic Pumps emissions,Table C.1,60.32,32
8760,"Uinta Wax Operating, LLC",1012145,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2021,NG Driven Pneumatic Pumps emissions,Table C.1,3.79,2
7375.273553,YPC 515 Powder River Basin,1008230,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2016,NG Driven Pneumatic Pumps emissions,Table C.1,2.52,2
8760,Magnolia O&G Corp 220 Gulf Coast Basin,1013325,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,23.9,2019,NG Driven Pneumatic Pumps emissions,Table C.1,228.1,139
,"Marathon Oil Corporation Williston Basin, AAPG Basin 395",1008173,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
5787,Apache Corporation - Gulf Coast Basin 220,1008224,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,9.5,2016,NG Driven Pneumatic Pumps emissions,Table C.1,62.14,62
6373.004,XTO Energy Inc 430 Permian,1009390,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.3,2015,NG Driven Pneumatic Pumps emissions,Table C.1,15.27,10
8760,"Trinity River Energy Operating, LLC 415 Strawn Syncline",1008188,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,45.6,2016,NG Driven Pneumatic Pumps emissions,Table C.1,1170.53,632
,Antero Resources - 160 - Appalachian Basin (Utica),1010718,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,EP Energy E&P 430 Permian Basin,1007777,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.6,2018,NG Driven Pneumatic Pumps emissions,Table C.1,9.89,8
8066,"Chesapeake Operating LLC, 345 - Arkoma Basin",1009310,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,4.5,2016,NG Driven Pneumatic Pumps emissions,Table C.1,87.33,45
8760,FL Rich Gas Services,1012498,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,4.8,2017,NG Driven Pneumatic Pumps emissions,Table C.1,75.76,46
8760,BASIN 305 G&B,1012450,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,12.8,2017,NG Driven Pneumatic Pumps emissions,Table C.1,57.45,28
8143.00047,ALLP Uinta Basin,1012248,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,3.3,2018,NG Driven Pneumatic Pumps emissions,Table C.1,125.12,68
,Holmes Western Oil Corporation,1011673,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Javelin Energy Partners Managment Uinta Basin,1009350,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Crimson Resource Management Corp.,1011226,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"Enervest Operating, L.L.C. 160A Appalachian Basin (Eastern Overthrust area)",1009932,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,15.3,2016,NG Driven Pneumatic Pumps emissions,Table C.1,265.64,125
,Own Resources Operating LLC,1008053,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"ConocoPhillips Permian Basin 430, Gathering and Boosting",1012230,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,ConocoPhillips Anadarko (360),1007475,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.6,2015,NG Driven Pneumatic Pumps emissions,Table C.1,80.5,47
,"Blackbeard Operating, LLC - 430 Permian Basin",1012449,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,XCL - Uinta Basin,1013288,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.9,2021,NG Driven Pneumatic Pumps emissions,Table C.1,23.11,14
,Basin 395 North Dakota BG,1012807,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
,RimRock Oil & Gas,1013367,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"Trinity Operating USG, LLC - Arkoma (Basin 345)",1013100,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,9.6,2018,NG Driven Pneumatic Pumps emissions,Table C.1,60.78,29
8760,Legacy Reserves Basin 260 Production,1011975,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,249.2,2020,NG Driven Pneumatic Pumps emissions,Table C.1,1707.35,847
8760,Kaiser-Francis Oil Company 360 Anadarko Basin,1009135,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.6,2022,NG Driven Pneumatic Pumps emissions,Table C.1,292.85,147
8757.6,Unit Petroleum 377 Arkoma Basin,1009340,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,5.8,2016,NG Driven Pneumatic Pumps emissions,Table C.1,100.9,47
8488.1407,XTO Energy Inc 507 Central Western Overthrust,1008078,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,5.9,2016,NG Driven Pneumatic Pumps emissions,Table C.1,398.6,199
,Own Resources Operating LLC,1008053,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Berry Petroleum Company - San Joaquin Basin 745,1008163,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,"Merit Energy Co., South Texas G&B  220",1012358,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.3,2016,NG Driven Pneumatic Pumps emissions,Table C.1,63.09,32
,Berry Petroleum Company 585 Piceance Basin Production Segment,1008165,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,Chevron MCA 260 East Texas Basin Gathering and Boosting,1012257,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.9,2020,NG Driven Pneumatic Pumps emissions,Table C.1,18.04,9
,"Southwest Royalties, Inc. - 430 Permian Basin",1006884,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
7552,"Goodrich Petroleum, Basin 220 (Gulf Coast Basin)",1010684,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,5.3,2015,NG Driven Pneumatic Pumps emissions,Table C.1,16.96,17
8760,"SN Operating, LLC 220 Gulf Coast Basin (LA, TX)",1009720,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,32,2015,NG Driven Pneumatic Pumps emissions,Table C.1,248.02,142
3624,BREITBURN OPERATING LP-BASIN 507,1010319,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.4,2015,NG Driven Pneumatic Pumps emissions,Table C.1,46,60
8760,Paradox Upstream LLC 585 Paradox Basin,1010673,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.6,2021,NG Driven Pneumatic Pumps emissions,Table C.1,35.69,20
8760,MERIT ENERGY CO. - EAST TEXAS BASIN G&B,1013966,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.5,2021,NG Driven Pneumatic Pumps emissions,Table C.1,9.9,5
2635,Blackbeard Operating - 415 - Strawn,1012728,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,20.9,2020,NG Driven Pneumatic Pumps emissions,Table C.1,319.09,549
8760,Trendwell Energy Corporation,1008348,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,46.2,2019,NG Driven Pneumatic Pumps emissions,Table C.1,58.1,35
,Riviera Resources 220 Gulf Coast Gathering and Boosting,1012847,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Ensign Gulf Coast Basin-Gathering & Boosting,1012335,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2018,NG Driven Pneumatic Pumps emissions,Table C.1,3.64,2
5331,Sage Natural Resources 420 Fort Worth Syncline,1011684,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.2,2021,NG Driven Pneumatic Pumps emissions,Table C.1,19.66,19
8756.33,Rowdy Pipeline 515 Powder River Basin GB,1012535,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.3,2020,NG Driven Pneumatic Pumps emissions,Table C.1,5.24,3
8717.874153,XTO Energy Inc 420 Fort Worth Syncline,1009388,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,20.3,2015,NG Driven Pneumatic Pumps emissions,Table C.1,340.69,183
502.08,220 Gulf Coast Basin DEC,1009238,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,41.29,411
7717,Sage Natural Resources 415 Strawn Basin,1011674,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,3.6,2020,NG Driven Pneumatic Pumps emissions,Table C.1,61.35,34
8760,Denbury Onshore LLC 515 Powder River Gathering,1012763,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.4,2018,NG Driven Pneumatic Pumps emissions,Table C.1,8.02,4
7297.233202,"EXCO Resources, Inc. - Gulf Coast Basin #220",1010945,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,19.8,2018,NG Driven Pneumatic Pumps emissions,Table C.1,394.27,283
4178.5,"Wapiti Operating, LLC 575 Uinta Basin",1011596,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,5.8,2020,NG Driven Pneumatic Pumps emissions,Table C.1,461.86,480
